title,company,description,onsite_remote,salary,location,criteria,posted_date,link
Business Development Coordinator,Global University Systems,Nan,remote,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Associate'}, {'Employment type': 'Full-time'}, {'Job function': 'Administrative, Customer Service, and Education'}, {'Industries': 'Education Management, Higher Education, and Education'}]",2023-06-30,https://lk.linkedin.com/jobs/view/business-development-coordinator-at-global-university-systems-3651855084?refId=V20cWvaHjrTq9NFapzvM6A%3D%3D&trackingId=VC6fnhKSe3hHlTVshdhm0w%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
Technical Lead (ML) - 44030BR,Synopsys Inc,Nan,remote,NaN,Sri Lanka,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Design, Consulting, and Engineering'}, {'Industries': 'Semiconductor Manufacturing, Software Development, and Computer Hardware Manufacturing'}]",2023-08-27,https://lk.linkedin.com/jobs/view/technical-lead-ml-44030br-at-synopsys-inc-3547597629?refId=V20cWvaHjrTq9NFapzvM6A%3D%3D&trackingId=%2FSQMXmvyDQOnP7al8UqESA%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
iOS Developer,Clevertech,Nan,remote,NaN,"Colombo District, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering, Information Technology, and Consulting'}, {'Industries': 'IT Services and IT Consulting'}]",2023-09-11,https://lk.linkedin.com/jobs/view/ios-developer-at-clevertech-3717834712?refId=V20cWvaHjrTq9NFapzvM6A%3D%3D&trackingId=vWIz4nANuz7AVVoMV9ec8Q%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Human Resources Intern (Sri lanka Remote),Token Metrics,Nan,remote,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Human Resources'}, {'Industries': 'Transportation, Logistics, Supply Chain and Storage'}]",2023-05-31,https://lk.linkedin.com/jobs/view/human-resources-intern-sri-lanka-remote-at-token-metrics-3618245132?refId=V20cWvaHjrTq9NFapzvM6A%3D%3D&trackingId=9gRDLUl7FrO2Wz8YZ5oJqQ%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
Mobile App Growth/Mobile Traffic Business Development Manager (Remote),SOFI MOBI TECH LIMITED,Nan,remote,"$6,000.00
            -
            $12,000.00",Sri Lanka,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Business Development and Sales'}, {'Industries': 'Software Development'}]",2023-08-01,https://lk.linkedin.com/jobs/view/mobile-app-growth-mobile-traffic-business-development-manager-remote-at-sofi-mobi-tech-limited-3679590846?refId=V20cWvaHjrTq9NFapzvM6A%3D%3D&trackingId=Ym6YEKTh4%2FeuMKnkVV1spw%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Full Stack Developer,MyNextFilm,Nan,remote,NaN,Sri Lanka,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Information Services and Software Development'}]",2023-05-16,https://lk.linkedin.com/jobs/view/full-stack-developer-at-mynextfilm-3630642267?refId=V20cWvaHjrTq9NFapzvM6A%3D%3D&trackingId=5rvOlbMqurZK902%2BnL6MGQ%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Mobile Engineer with Javascript,Clevertech,Nan,remote,NaN,Sri Lanka,"[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering, Information Technology, and Consulting'}, {'Industries': 'IT Services and IT Consulting'}]",2023-09-11,https://lk.linkedin.com/jobs/view/senior-mobile-engineer-with-javascript-at-clevertech-3717773321?refId=V20cWvaHjrTq9NFapzvM6A%3D%3D&trackingId=ft6W%2FmAiwaR%2FQR%2FC0fR7Jw%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Business Development Manager for International Student Recruitment,Global University Systems,Nan,remote,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Executive'}, {'Employment type': 'Full-time'}, {'Job function': 'Business Development, Education, and Sales'}, {'Industries': 'Education Management, Higher Education, and Education'}]",2023-06-28,https://lk.linkedin.com/jobs/view/business-development-manager-for-international-student-recruitment-at-global-university-systems-3650246700?refId=V20cWvaHjrTq9NFapzvM6A%3D%3D&trackingId=yZfMjerLAJ6exeiv3kOwzw%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Engineer,Oceans,Nan,remote,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-08-18,https://lk.linkedin.com/jobs/view/data-engineer-at-oceans-3697930213?refId=V20cWvaHjrTq9NFapzvM6A%3D%3D&trackingId=3F8Tgd4KTD%2F%2FaETvzVZGzg%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Regional Finance Head,Mad Monkey,Nan,remote,NaN,"Weligama, Southern Province, Sri Lanka","[{'Seniority level': 'Director'}, {'Employment type': 'Full-time'}, {'Job function': 'Finance and Sales'}, {'Industries': 'Hospitality'}]",2023-09-05,https://lk.linkedin.com/jobs/view/regional-finance-head-at-mad-monkey-3713120059?refId=V20cWvaHjrTq9NFapzvM6A%3D%3D&trackingId=dbo%2FMDkuJTCtSQRvx9hnkA%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
"Senior C++ Software Engineer, GFI Software (Remote) - $100,000/year USD",Crossover,Nan,remote,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Business Development, Engineering, and Information Technology'}, {'Industries': 'IT Services and IT Consulting, Software Development, and Technology, Information and Internet'}]",2023-09-13,https://lk.linkedin.com/jobs/view/senior-c%2B%2B-software-engineer-gfi-software-remote-%24100-000-year-usd-at-crossover-3715439682?refId=V20cWvaHjrTq9NFapzvM6A%3D%3D&trackingId=Uw658ulFzrSB5wJOGWTp4A%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
"Senior Software Engineer, Trilogy (Remote) - $200,000/year USD",Crossover,Nan,remote,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Business Development, Engineering, and Information Technology'}, {'Industries': 'Software Development, IT Services and IT Consulting, and Telecommunications'}]",2023-09-11,https://lk.linkedin.com/jobs/view/senior-software-engineer-trilogy-remote-%24200-000-year-usd-at-crossover-3710742073?refId=V20cWvaHjrTq9NFapzvM6A%3D%3D&trackingId=v8AbGkpJcfmh0mx2eD7UlA%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Intern - Academic Operations,Tutopiya,Nan,remote,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Internship'}, {'Employment type': 'Full-time'}, {'Job function': 'Education and Training'}, {'Industries': 'Primary and Secondary Education'}]",2023-09-13,https://lk.linkedin.com/jobs/view/intern-academic-operations-at-tutopiya-3715669050?refId=V20cWvaHjrTq9NFapzvM6A%3D%3D&trackingId=%2B0DuhGMEe5%2Fd4bU2ta9dYA%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Freelance Job of a Lifetime - Travel the World as a TripLeader,JoinMyTrip,Nan,remote,NaN,Sri Lanka,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Other'}, {'Industries': 'Travel Arrangements'}]",2023-09-12,https://lk.linkedin.com/jobs/view/freelance-job-of-a-lifetime-travel-the-world-as-a-tripleader-at-joinmytrip-3718416768?refId=V20cWvaHjrTq9NFapzvM6A%3D%3D&trackingId=Y99ljawXYUo3lFLQFdcyqg%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
RFP Procurement Proposal Writer - Remote,Vivo HealthStaff Inc.,Nan,remote,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Other'}, {'Industries': 'Hospitals and Health Care'}]",2023-07-15,https://lk.linkedin.com/jobs/view/rfp-procurement-proposal-writer-remote-at-vivo-healthstaff-inc-3663981066?refId=V20cWvaHjrTq9NFapzvM6A%3D%3D&trackingId=xeXhOi4HYm0%2BDi6vK0m1qg%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
"Client Success Expert (Remote, Contract)",INFUSEmedia,Nan,remote,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Entry level'}, {'Employment type': 'Contract'}, {'Job function': 'Other'}, {'Industries': 'Technology, Information and Internet'}]",2023-09-07,https://lk.linkedin.com/jobs/view/client-success-expert-remote-contract-at-infusemedia-3707595549?refId=V20cWvaHjrTq9NFapzvM6A%3D%3D&trackingId=FAiMGSTW8NUh5FIVCmn1pA%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Remote Virtual Assistant,Speckle,Nan,remote,NaN,"Colombo, Western Province, Sri Lanka","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Administrative'}, {'Industries': 'Technology, Information and Internet'}]",2023-08-16,https://lk.linkedin.com/jobs/view/remote-virtual-assistant-at-speckle-3696160293?refId=BxvB%2B4%2F1b%2BS96cpknCEjFg%3D%3D&trackingId=FSPn5e%2F%2FEOSUGWKhTWtCxA%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
Regional Human Resources Manager,Mad Monkey,Nan,remote,NaN,"Weligama, Southern Province, Sri Lanka","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Human Resources'}, {'Industries': 'Hospitality'}]",2023-09-05,https://lk.linkedin.com/jobs/view/regional-human-resources-manager-at-mad-monkey-3713118414?refId=BxvB%2B4%2F1b%2BS96cpknCEjFg%3D%3D&trackingId=zIhCpEiABDt6FWM2OmvZGg%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
Graphic Designer,Lumikha Teams,Nan,remote,NaN,Sri Lanka,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Design, Art/Creative, and Information Technology'}, {'Industries': 'Online Audio and Video Media, Telecommunications, and Entertainment Providers'}]",2023-09-05,https://lk.linkedin.com/jobs/view/graphic-designer-at-lumikha-teams-3709978115?refId=BxvB%2B4%2F1b%2BS96cpknCEjFg%3D%3D&trackingId=nwDV72K9TlU0xYdONNY80w%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
Regional Finance Head,Mad Monkey,Nan,remote,NaN,"Weligama, Southern Province, Sri Lanka","[{'Seniority level': 'Director'}, {'Employment type': 'Full-time'}, {'Job function': 'Finance and Sales'}, {'Industries': 'Hospitality'}]",2023-09-05,https://lk.linkedin.com/jobs/view/regional-finance-head-at-mad-monkey-3713120059?refId=BxvB%2B4%2F1b%2BS96cpknCEjFg%3D%3D&trackingId=D%2F1S%2FdVINyAxHWxNbRE04A%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
